threshold,event_recall,false_alarm_rate_per_day,far_feasible
0.01,0.3333333333333333,0.7554179566563467,False
0.02,0.5333333333333333,0.5132438940488476,False
0.03,0.6,0.3783969728242174,False
0.04,0.6666666666666666,0.3151014791881665,False
0.05,0.7333333333333333,0.26006191950464397,False
0.06,0.7333333333333333,0.21878224974200206,False
0.07,0.7333333333333333,0.18988648090815274,True
0.08,0.6666666666666666,0.1802545579635363,True
0.09,0.6,0.1568627450980392,True
0.1,0.6666666666666666,0.14447884416924664,True
0.11,0.6666666666666666,0.12934296525627795,True
0.12,0.6666666666666666,0.12796697626418987,True
0.13,0.6666666666666666,0.1197110423116615,True
0.14,0.6666666666666666,0.10457516339869281,True
0.15,0.6,0.10182318541451668,True
0.16,0.6,0.0935672514619883,True
0.17,0.6,0.08531131750945993,True
0.18,0.4666666666666667,0.08118335053319574,True
0.19,0.4,0.07705538355693155,True
0.2,0.4,0.07430340557275542,True
0.21,0.4,0.06604747162022703,True
0.22,0.4,0.06329549363605091,True
0.23,0.4,0.05779153766769866,True
0.24,0.4666666666666667,0.0564155486756106,True
0.25,0.4666666666666667,0.0564155486756106,True
0.26,0.4666666666666667,0.05091159270725834,True
0.27,0.4666666666666667,0.04678362573099415,True
0.28,0.4666666666666667,0.03990368077055383,True
0.29,0.4666666666666667,0.038527691778465774,True
0.3,0.4666666666666667,0.03577571379428965,True
0.31,0.4666666666666667,0.03439972480220158,True
0.32,0.4666666666666667,0.03439972480220158,True
0.33,0.4666666666666667,0.03439972480220158,True
0.34,0.4666666666666667,0.03164774681802546,True
0.35,0.4666666666666667,0.02889576883384933,True
0.36,0.4666666666666667,0.02476780185758514,True
0.37,0.4666666666666667,0.02476780185758514,True
0.38,0.4666666666666667,0.023391812865497075,True
0.39,0.5333333333333333,0.02063983488132095,True
0.4,0.5333333333333333,0.017887856897144824,True
0.41,0.5333333333333333,0.017887856897144824,True
0.42,0.5333333333333333,0.016511867905056758,True
0.43,0.5333333333333333,0.016511867905056758,True
0.44,0.5333333333333333,0.015135878912968696,True
0.45,0.5333333333333333,0.015135878912968696,True
0.46,0.5333333333333333,0.013759889920880633,True
0.47,0.5333333333333333,0.011007911936704506,True
0.48,0.5333333333333333,0.011007911936704506,True
0.49,0.5333333333333333,0.011007911936704506,True
0.5,0.4666666666666667,0.009631922944616443,True
0.51,0.4666666666666667,0.009631922944616443,True
0.52,0.4666666666666667,0.009631922944616443,True
0.53,0.4666666666666667,0.008255933952528379,True
0.54,0.4666666666666667,0.008255933952528379,True
0.55,0.4666666666666667,0.008255933952528379,True
0.56,0.4666666666666667,0.008255933952528379,True
0.57,0.4666666666666667,0.0068799449604403165,True
0.58,0.4666666666666667,0.0068799449604403165,True
0.59,0.4666666666666667,0.005503955968352253,True
0.6,0.4666666666666667,0.005503955968352253,True
0.61,0.4666666666666667,0.0041279669762641896,True
0.62,0.4666666666666667,0.0041279669762641896,True
0.63,0.4,0.0041279669762641896,True
0.64,0.4,0.0041279669762641896,True
0.65,0.4,0.0041279669762641896,True
0.66,0.4,0.0041279669762641896,True
0.67,0.4,0.0041279669762641896,True
0.68,0.4,0.0041279669762641896,True
0.69,0.4,0.0041279669762641896,True
0.7,0.4,0.0041279669762641896,True
0.71,0.4,0.0041279669762641896,True
0.72,0.3333333333333333,0.0041279669762641896,True
0.73,0.3333333333333333,0.0041279669762641896,True
0.74,0.3333333333333333,0.0041279669762641896,True
0.75,0.26666666666666666,0.0041279669762641896,True
0.76,0.2,0.0041279669762641896,True
0.77,0.2,0.0041279669762641896,True
0.78,0.2,0.0027519779841761265,True
0.79,0.2,0.0013759889920880633,True
0.8,0.2,0.0013759889920880633,True
0.81,0.2,0.0013759889920880633,True
0.82,0.2,0.0013759889920880633,True
0.83,0.2,0.0013759889920880633,True
0.84,0.13333333333333333,0.0013759889920880633,True
0.85,0.13333333333333333,0.0013759889920880633,True
0.86,0.13333333333333333,0.0013759889920880633,True
0.87,0.13333333333333333,0.0013759889920880633,True
0.88,0.13333333333333333,0.0013759889920880633,True
0.89,0.13333333333333333,0.0013759889920880633,True
0.9,0.13333333333333333,0.0013759889920880633,True
0.91,0.13333333333333333,0.0013759889920880633,True
0.92,0.06666666666666667,0.0013759889920880633,True
0.93,0.06666666666666667,0.0,True
0.94,0.06666666666666667,0.0,True
0.95,0.06666666666666667,0.0,True
0.96,0.06666666666666667,0.0,True
0.97,0.0,0.0,True
0.98,0.0,0.0,True
0.99,0.0,0.0,True
